"C02584V03137","Vehicle Category","C01841V02268","Type of Fuel","TLIST(M1)","Month","STATISTIC","Statistic Label","UNIT","VALUE"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200606","2006M06","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200606","2006M06","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200606","2006M06","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200607","2006M07","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200607","2006M07","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200607","2006M07","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200608","2006M08","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200608","2006M08","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200608","2006M08","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200609","2006M09","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200609","2006M09","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200609","2006M09","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200610","2006M10","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200610","2006M10","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200610","2006M10","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200611","2006M11","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200611","2006M11","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200611","2006M11","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200612","2006M12","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200612","2006M12","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200612","2006M12","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200701","2007M01","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200701","2007M01","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200701","2007M01","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200702","2007M02","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200702","2007M02","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200702","2007M02","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200703","2007M03","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200703","2007M03","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200703","2007M03","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200704","2007M04","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200704","2007M04","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200704","2007M04","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200705","2007M05","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200705","2007M05","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200705","2007M05","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200706","2007M06","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200706","2007M06","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200706","2007M06","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200707","2007M07","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200707","2007M07","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200707","2007M07","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200708","2007M08","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200708","2007M08","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200708","2007M08","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200709","2007M09","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200709","2007M09","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200709","2007M09","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200710","2007M10","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200710","2007M10","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200710","2007M10","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200711","2007M11","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200711","2007M11","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200711","2007M11","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200712","2007M12","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200712","2007M12","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200712","2007M12","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200801","2008M01","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200801","2008M01","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200801","2008M01","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200802","2008M02","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200802","2008M02","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200802","2008M02","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200803","2008M03","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200803","2008M03","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200803","2008M03","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200804","2008M04","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200804","2008M04","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200804","2008M04","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200805","2008M05","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200805","2008M05","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200805","2008M05","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200806","2008M06","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200806","2008M06","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200806","2008M06","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200807","2008M07","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200807","2008M07","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200807","2008M07","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200808","2008M08","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200808","2008M08","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200808","2008M08","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200809","2008M09","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200809","2008M09","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200809","2008M09","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200810","2008M10","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200810","2008M10","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200810","2008M10","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200811","2008M11","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200811","2008M11","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200811","2008M11","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200812","2008M12","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200812","2008M12","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200812","2008M12","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200901","2009M01","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200901","2009M01","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200901","2009M01","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200902","2009M02","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200902","2009M02","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200902","2009M02","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200903","2009M03","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200903","2009M03","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200903","2009M03","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200904","2009M04","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200904","2009M04","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200904","2009M04","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200905","2009M05","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200905","2009M05","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200905","2009M05","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200906","2009M06","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200906","2009M06","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200906","2009M06","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200907","2009M07","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200907","2009M07","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200907","2009M07","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200908","2009M08","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200908","2009M08","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200908","2009M08","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200909","2009M09","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200909","2009M09","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200909","2009M09","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200910","2009M10","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200910","2009M10","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200910","2009M10","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200911","2009M11","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200911","2009M11","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200911","2009M11","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200912","2009M12","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200912","2009M12","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","200912","2009M12","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","201001","2010M01","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","201001","2010M01","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","201001","2010M01","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","201002","2010M02","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","201002","2010M02","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","201002","2010M02","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","201003","2010M03","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","201003","2010M03","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","201003","2010M03","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","201004","2010M04","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","201004","2010M04","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","201004","2010M04","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","201005","2010M05","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","201005","2010M05","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","201005","2010M05","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","201006","2010M06","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","201006","2010M06","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","4","Petrol and electric hybrid","201006","2010M06","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200601","2006M01","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200601","2006M01","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200601","2006M01","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200602","2006M02","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200602","2006M02","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200602","2006M02","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200603","2006M03","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200603","2006M03","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200603","2006M03","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200604","2006M04","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200604","2006M04","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200604","2006M04","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200605","2006M05","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200605","2006M05","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200605","2006M05","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200606","2006M06","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200606","2006M06","TDM01C2","New Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200606","2006M06","TDM01C3","Second Hand Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200607","2006M07","TDM01C1","All Vehicle Registrations","Number","0"
"D","Category D (ambulances, fire engines, vehicles used in the transportation of road construction machinery)","5","Ethanol and petrol","200607","2006M07","TDM01C2","New Vehicle Registrations","Number","0"
